[08/10/2023-18:06:32] [TRT] [I] [MemUsageChange] Init CUDA: CPU +224, GPU +0, now: CPU 265, GPU 2625 (MiB)
[08/10/2023-18:06:32] [TRT] [I] Loaded engine size: 21 MiB
[08/10/2023-18:06:33] [TRT] [I] [MemUsageChange] Init cuBLAS/cuBLASLt: CPU +155, GPU +151, now: CPU 450, GPU 2832 (MiB)
[08/10/2023-18:06:35] [TRT] [I] [MemUsageChange] Init cuDNN: CPU +240, GPU +247, now: CPU 690, GPU 3079 (MiB)
[08/10/2023-18:06:35] [TRT] [I] [MemUsageChange] TensorRT-managed allocation in engine deserialization: CPU +0, GPU +20, now: CPU 0, GPU 20 (MiB)
[08/10/2023-18:06:35] [TRT] [I] [MemUsageChange] Init cuBLAS/cuBLASLt: CPU +0, GPU +0, now: CPU 669, GPU 3059 (MiB)
[08/10/2023-18:06:35] [TRT] [I] [MemUsageChange] Init cuDNN: CPU +0, GPU +0, now: CPU 669, GPU 3059 (MiB)
[08/10/2023-18:06:35] [TRT] [I] [MemUsageChange] TensorRT-managed allocation in IExecutionContext creation: CPU +0, GPU +32, now: CPU 0, GPU 52 (MiB)
GST_ARGUS: Creating output stream
CONSUMER: Waiting until producer is connected...
GST_ARGUS: Available Sensor modes :
GST_ARGUS: 3264 x 2464 FR = 21.000000 fps Duration = 47619048 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 3264 x 1848 FR = 28.000001 fps Duration = 35714284 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1920 x 1080 FR = 29.999999 fps Duration = 33333334 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1640 x 1232 FR = 29.999999 fps Duration = 33333334 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1280 x 720 FR = 59.999999 fps Duration = 16666667 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1280 x 720 FR = 120.000005 fps Duration = 8333333 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: Running with following settings:
   Camera index = 0 
   Camera mode  = 5 
   Output Stream W = 1280 H = 720 
   seconds to Run    = 0 
   Frame Rate = 120.000005 
GST_ARGUS: Setup Complete, Starting captures for 0 seconds
GST_ARGUS: Starting repeat capture requests.
CONSUMER: Producer has connected; continuing.
bingding: data (3, 640, 640)
bingding: prob (6001, 1, 1)
batch size is 1
Video name: output/raspberry_cam_from_drone_2023-08-10_18.06.36.avi . Frame size: width: 640 , height: 640 , FPS: 120
inference: time->58.97ms, fps: 16.96, total fps: 0.00, frame obj: 1, total obj: 1
inference: time->54.28ms, fps: 18.42, total fps: 4.00, frame obj: 2, total obj: 375
inference: time->54.83ms, fps: 18.24, total fps: 4.00, frame obj: 2, total obj: 377
inference: time->54.38ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 378
inference: time->54.33ms, fps: 18.41, total fps: 4.00, frame obj: 2, total obj: 380
inference: time->54.39ms, fps: 18.39, total fps: 4.00, frame obj: 3, total obj: 383
inference: time->55.01ms, fps: 18.18, total fps: 4.00, frame obj: 2, total obj: 385
inference: time->54.47ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 386
inference: time->54.16ms, fps: 18.46, total fps: 4.00, frame obj: 2, total obj: 388
inference: time->54.57ms, fps: 18.32, total fps: 4.00, frame obj: 2, total obj: 390
inference: time->54.47ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 391
inference: time->55.20ms, fps: 18.12, total fps: 4.00, frame obj: 2, total obj: 393
inference: time->54.41ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 395
inference: time->54.23ms, fps: 18.44, total fps: 4.00, frame obj: 2, total obj: 397
inference: time->54.36ms, fps: 18.40, total fps: 4.00, frame obj: 2, total obj: 399
inference: time->54.36ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 400
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 402
inference: time->54.60ms, fps: 18.31, total fps: 4.00, frame obj: 2, total obj: 404
inference: time->54.44ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 405
inference: time->55.54ms, fps: 18.00, total fps: 4.00, frame obj: 3, total obj: 408
inference: time->54.49ms, fps: 18.35, total fps: 4.00, frame obj: 1, total obj: 409
inference: time->54.43ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 410
inference: time->54.34ms, fps: 18.40, total fps: 4.00, frame obj: 3, total obj: 413
inference: time->54.44ms, fps: 18.37, total fps: 4.00, frame obj: 3, total obj: 416
inference: time->54.46ms, fps: 18.36, total fps: 4.00, frame obj: 2, total obj: 418
inference: time->54.42ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 420
inference: time->54.34ms, fps: 18.40, total fps: 4.00, frame obj: 1, total obj: 421
inference: time->54.41ms, fps: 18.38, total fps: 4.00, frame obj: 1, total obj: 422
inference: time->54.46ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 423
inference: time->54.60ms, fps: 18.31, total fps: 4.00, frame obj: 1, total obj: 424
inference: time->54.32ms, fps: 18.41, total fps: 4.00, frame obj: 2, total obj: 426
inference: time->54.18ms, fps: 18.46, total fps: 4.00, frame obj: 1, total obj: 427
inference: time->54.34ms, fps: 18.40, total fps: 4.00, frame obj: 1, total obj: 428
inference: time->54.51ms, fps: 18.35, total fps: 4.00, frame obj: 1, total obj: 429
inference: time->54.39ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 430
inference: time->54.50ms, fps: 18.35, total fps: 4.00, frame obj: 1, total obj: 431
inference: time->54.51ms, fps: 18.34, total fps: 4.00, frame obj: 1, total obj: 432
inference: time->55.23ms, fps: 18.10, total fps: 4.00, frame obj: 2, total obj: 434
inference: time->54.31ms, fps: 18.41, total fps: 4.00, frame obj: 2, total obj: 436
inference: time->54.23ms, fps: 18.44, total fps: 4.00, frame obj: 2, total obj: 438
inference: time->54.37ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 439
inference: time->54.31ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 440
inference: time->54.37ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 441
inference: time->54.33ms, fps: 18.41, total fps: 4.00, frame obj: 2, total obj: 443
inference: time->54.34ms, fps: 18.40, total fps: 4.00, frame obj: 1, total obj: 444
inference: time->54.51ms, fps: 18.35, total fps: 4.00, frame obj: 1, total obj: 445
inference: time->54.52ms, fps: 18.34, total fps: 4.00, frame obj: 2, total obj: 447
inference: time->54.34ms, fps: 18.40, total fps: 4.00, frame obj: 1, total obj: 448
inference: time->54.34ms, fps: 18.40, total fps: 4.00, frame obj: 2, total obj: 450
inference: time->54.25ms, fps: 18.43, total fps: 4.00, frame obj: 2, total obj: 452
inference: time->54.38ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 453
inference: time->54.78ms, fps: 18.25, total fps: 4.00, frame obj: 1, total obj: 454
inference: time->54.43ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 455
inference: time->54.32ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 456
inference: time->54.35ms, fps: 18.40, total fps: 4.00, frame obj: 1, total obj: 457
inference: time->54.37ms, fps: 18.39, total fps: 4.00, frame obj: 2, total obj: 459
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 1, total obj: 460
inference: time->54.29ms, fps: 18.42, total fps: 4.00, frame obj: 2, total obj: 462
inference: time->54.23ms, fps: 18.44, total fps: 4.00, frame obj: 1, total obj: 463
inference: time->54.35ms, fps: 18.40, total fps: 4.00, frame obj: 1, total obj: 464
inference: time->54.30ms, fps: 18.41, total fps: 4.00, frame obj: 2, total obj: 466
inference: time->54.33ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 467
inference: time->54.47ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 468
inference: time->54.31ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 469
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 1, total obj: 470
inference: time->54.47ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 471
inference: time->54.45ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 472
inference: time->54.72ms, fps: 18.28, total fps: 4.00, frame obj: 1, total obj: 473
inference: time->54.51ms, fps: 18.35, total fps: 4.00, frame obj: 1, total obj: 474
inference: time->54.32ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 475
inference: time->54.56ms, fps: 18.33, total fps: 4.00, frame obj: 1, total obj: 476
inference: time->54.30ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 477
inference: time->54.41ms, fps: 18.38, total fps: 4.00, frame obj: 1, total obj: 478
inference: time->54.44ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 479
inference: time->54.59ms, fps: 18.32, total fps: 4.00, frame obj: 1, total obj: 480
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 1, total obj: 481
inference: time->54.26ms, fps: 18.43, total fps: 4.00, frame obj: 1, total obj: 482
inference: time->54.54ms, fps: 18.33, total fps: 4.00, frame obj: 2, total obj: 484
inference: time->54.50ms, fps: 18.35, total fps: 4.00, frame obj: 1, total obj: 485
inference: time->54.29ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 486
inference: time->54.45ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 487
inference: time->54.54ms, fps: 18.34, total fps: 4.00, frame obj: 1, total obj: 488
inference: time->54.27ms, fps: 18.43, total fps: 4.00, frame obj: 1, total obj: 489
inference: time->54.44ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 490
inference: time->54.53ms, fps: 18.34, total fps: 4.00, frame obj: 1, total obj: 491
inference: time->54.21ms, fps: 18.45, total fps: 4.00, frame obj: 1, total obj: 492
inference: time->54.36ms, fps: 18.40, total fps: 4.00, frame obj: 1, total obj: 493
inference: time->54.60ms, fps: 18.31, total fps: 4.00, frame obj: 1, total obj: 494
inference: time->54.30ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 495
inference: time->54.58ms, fps: 18.32, total fps: 4.00, frame obj: 1, total obj: 496
inference: time->54.52ms, fps: 18.34, total fps: 4.00, frame obj: 1, total obj: 497
inference: time->54.28ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 498
inference: time->54.21ms, fps: 18.45, total fps: 4.00, frame obj: 1, total obj: 499
inference: time->54.58ms, fps: 18.32, total fps: 4.00, frame obj: 2, total obj: 501
inference: time->54.41ms, fps: 18.38, total fps: 4.00, frame obj: 1, total obj: 502
inference: time->54.45ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 503
inference: time->54.56ms, fps: 18.33, total fps: 4.00, frame obj: 1, total obj: 504
inference: time->54.37ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 505
inference: time->54.43ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 506
inference: time->54.29ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 507
inference: time->54.30ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 508
inference: time->54.19ms, fps: 18.45, total fps: 4.00, frame obj: 2, total obj: 510
inference: time->57.08ms, fps: 17.52, total fps: 4.00, frame obj: 1, total obj: 511
inference: time->54.25ms, fps: 18.43, total fps: 4.00, frame obj: 1, total obj: 512
inference: time->54.37ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 513
inference: time->54.33ms, fps: 18.40, total fps: 4.00, frame obj: 2, total obj: 515
inference: time->54.37ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 516
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 1, total obj: 517
inference: time->54.54ms, fps: 18.34, total fps: 4.00, frame obj: 1, total obj: 518
inference: time->54.63ms, fps: 18.30, total fps: 4.00, frame obj: 1, total obj: 519
inference: time->54.28ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 520
inference: time->54.50ms, fps: 18.35, total fps: 4.00, frame obj: 1, total obj: 521
inference: time->54.41ms, fps: 18.38, total fps: 4.00, frame obj: 1, total obj: 522
inference: time->54.45ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 523
inference: time->54.48ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 524
inference: time->54.44ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 525
inference: time->54.57ms, fps: 18.32, total fps: 4.00, frame obj: 1, total obj: 526
inference: time->54.32ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 527
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 1, total obj: 528
inference: time->54.23ms, fps: 18.44, total fps: 4.00, frame obj: 1, total obj: 529
inference: time->54.39ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 530
inference: time->54.38ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 531
inference: time->54.30ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 532
inference: time->54.43ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 533
inference: time->54.33ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 534
inference: time->54.64ms, fps: 18.30, total fps: 4.00, frame obj: 1, total obj: 535
inference: time->54.31ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 536
inference: time->54.45ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 537
inference: time->54.29ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 538
inference: time->54.27ms, fps: 18.43, total fps: 4.00, frame obj: 1, total obj: 539
inference: time->54.56ms, fps: 18.33, total fps: 4.00, frame obj: 1, total obj: 540
inference: time->54.61ms, fps: 18.31, total fps: 4.00, frame obj: 1, total obj: 541
inference: time->54.37ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 542
inference: time->54.94ms, fps: 18.20, total fps: 4.00, frame obj: 1, total obj: 543
inference: time->54.21ms, fps: 18.45, total fps: 4.00, frame obj: 1, total obj: 544
inference: time->54.25ms, fps: 18.43, total fps: 4.00, frame obj: 1, total obj: 545
inference: time->54.45ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 546
inference: time->54.33ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 547
inference: time->54.55ms, fps: 18.33, total fps: 4.00, frame obj: 1, total obj: 548
inference: time->55.32ms, fps: 18.08, total fps: 4.00, frame obj: 1, total obj: 549
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 1, total obj: 550
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 1, total obj: 551
inference: time->54.59ms, fps: 18.32, total fps: 4.00, frame obj: 1, total obj: 552
inference: time->57.29ms, fps: 17.46, total fps: 4.00, frame obj: 1, total obj: 553
inference: time->55.08ms, fps: 18.15, total fps: 4.00, frame obj: 1, total obj: 554
inference: time->57.52ms, fps: 17.39, total fps: 4.00, frame obj: 1, total obj: 555
inference: time->54.38ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 556
inference: time->54.31ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 557
inference: time->55.00ms, fps: 18.18, total fps: 4.00, frame obj: 1, total obj: 558
inference: time->58.06ms, fps: 17.22, total fps: 4.00, frame obj: 1, total obj: 559
inference: time->54.41ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 561
inference: time->58.95ms, fps: 16.96, total fps: 4.00, frame obj: 2, total obj: 563
inference: time->56.94ms, fps: 17.56, total fps: 3.00, frame obj: 2, total obj: 565
inference: time->54.24ms, fps: 18.44, total fps: 4.00, frame obj: 2, total obj: 567
inference: time->54.17ms, fps: 18.46, total fps: 4.00, frame obj: 2, total obj: 569
inference: time->55.34ms, fps: 18.07, total fps: 4.00, frame obj: 2, total obj: 571
inference: time->54.51ms, fps: 18.35, total fps: 4.00, frame obj: 2, total obj: 573
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 2, total obj: 575
inference: time->54.44ms, fps: 18.37, total fps: 4.00, frame obj: 2, total obj: 577
inference: time->54.55ms, fps: 18.33, total fps: 4.00, frame obj: 3, total obj: 580
inference: time->54.28ms, fps: 18.42, total fps: 4.00, frame obj: 2, total obj: 582
inference: time->54.23ms, fps: 18.44, total fps: 4.00, frame obj: 2, total obj: 584
inference: time->55.37ms, fps: 18.06, total fps: 4.00, frame obj: 2, total obj: 586
inference: time->54.54ms, fps: 18.34, total fps: 4.00, frame obj: 1, total obj: 587
inference: time->54.60ms, fps: 18.32, total fps: 4.00, frame obj: 2, total obj: 589
inference: time->54.32ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 590
inference: time->54.27ms, fps: 18.43, total fps: 4.00, frame obj: 2, total obj: 592
inference: time->54.30ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 593
inference: time->54.42ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 595
inference: time->54.35ms, fps: 18.40, total fps: 4.00, frame obj: 1, total obj: 596
inference: time->54.60ms, fps: 18.31, total fps: 4.00, frame obj: 2, total obj: 598
inference: time->54.48ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 599
inference: time->54.44ms, fps: 18.37, total fps: 4.00, frame obj: 2, total obj: 601
inference: time->54.72ms, fps: 18.27, total fps: 4.00, frame obj: 2, total obj: 603
inference: time->56.50ms, fps: 17.70, total fps: 4.00, frame obj: 2, total obj: 605
inference: time->56.15ms, fps: 17.81, total fps: 4.00, frame obj: 1, total obj: 606
inference: time->54.53ms, fps: 18.34, total fps: 4.00, frame obj: 2, total obj: 608
inference: time->54.44ms, fps: 18.37, total fps: 4.00, frame obj: 3, total obj: 611
inference: time->54.32ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 612
inference: time->54.52ms, fps: 18.34, total fps: 4.00, frame obj: 1, total obj: 613
inference: time->55.80ms, fps: 17.92, total fps: 4.00, frame obj: 2, total obj: 615
inference: time->54.16ms, fps: 18.47, total fps: 4.00, frame obj: 3, total obj: 618
inference: time->54.34ms, fps: 18.40, total fps: 4.00, frame obj: 3, total obj: 621
inference: time->55.27ms, fps: 18.09, total fps: 4.00, frame obj: 2, total obj: 623
inference: time->54.26ms, fps: 18.43, total fps: 4.00, frame obj: 2, total obj: 625
inference: time->55.46ms, fps: 18.03, total fps: 4.00, frame obj: 2, total obj: 627
inference: time->54.51ms, fps: 18.34, total fps: 4.00, frame obj: 2, total obj: 629
inference: time->55.40ms, fps: 18.05, total fps: 4.00, frame obj: 2, total obj: 631
inference: time->54.46ms, fps: 18.36, total fps: 4.00, frame obj: 2, total obj: 633
inference: time->54.43ms, fps: 18.37, total fps: 4.00, frame obj: 2, total obj: 635
inference: time->57.92ms, fps: 17.27, total fps: 4.00, frame obj: 2, total obj: 637
inference: time->56.82ms, fps: 17.60, total fps: 4.00, frame obj: 2, total obj: 639
inference: time->56.76ms, fps: 17.62, total fps: 4.00, frame obj: 2, total obj: 641
inference: time->56.69ms, fps: 17.64, total fps: 4.00, frame obj: 2, total obj: 643
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 645
inference: time->54.46ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 646
inference: time->54.45ms, fps: 18.36, total fps: 4.00, frame obj: 2, total obj: 648
inference: time->54.35ms, fps: 18.40, total fps: 4.00, frame obj: 2, total obj: 650
inference: time->54.44ms, fps: 18.37, total fps: 4.00, frame obj: 2, total obj: 652
inference: time->54.33ms, fps: 18.41, total fps: 4.00, frame obj: 2, total obj: 654
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 656
inference: time->54.44ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 657
inference: time->54.41ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 659
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 661
inference: time->54.26ms, fps: 18.43, total fps: 4.00, frame obj: 2, total obj: 663
inference: time->54.20ms, fps: 18.45, total fps: 4.00, frame obj: 2, total obj: 665
inference: time->54.41ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 667
inference: time->54.18ms, fps: 18.46, total fps: 4.00, frame obj: 2, total obj: 669
inference: time->54.27ms, fps: 18.43, total fps: 4.00, frame obj: 2, total obj: 671
inference: time->54.32ms, fps: 18.41, total fps: 4.00, frame obj: 2, total obj: 673
inference: time->55.03ms, fps: 18.17, total fps: 4.00, frame obj: 2, total obj: 675
inference: time->54.38ms, fps: 18.39, total fps: 4.00, frame obj: 2, total obj: 677
inference: time->54.28ms, fps: 18.42, total fps: 4.00, frame obj: 2, total obj: 679
inference: time->54.16ms, fps: 18.46, total fps: 4.00, frame obj: 2, total obj: 681
inference: time->54.08ms, fps: 18.49, total fps: 4.00, frame obj: 1, total obj: 682
inference: time->54.49ms, fps: 18.35, total fps: 4.00, frame obj: 1, total obj: 683
inference: time->54.53ms, fps: 18.34, total fps: 4.00, frame obj: 2, total obj: 685
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 687
inference: time->54.19ms, fps: 18.45, total fps: 4.00, frame obj: 2, total obj: 689
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 691
inference: time->54.21ms, fps: 18.45, total fps: 4.00, frame obj: 2, total obj: 693
inference: time->54.33ms, fps: 18.41, total fps: 4.00, frame obj: 2, total obj: 695
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 1, total obj: 696
inference: time->54.36ms, fps: 18.40, total fps: 4.00, frame obj: 1, total obj: 697
inference: time->54.50ms, fps: 18.35, total fps: 4.00, frame obj: 2, total obj: 699
inference: time->54.27ms, fps: 18.43, total fps: 4.00, frame obj: 2, total obj: 701
inference: time->54.46ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 702
inference: time->54.46ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 703
inference: time->54.43ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 704
