[08/15/2023-02:04:01] [TRT] [I] [MemUsageChange] Init CUDA: CPU +224, GPU +0, now: CPU 265, GPU 1825 (MiB)
[08/15/2023-02:04:02] [TRT] [I] Loaded engine size: 21 MiB
[08/15/2023-02:04:05] [TRT] [I] [MemUsageChange] Init cuBLAS/cuBLASLt: CPU +155, GPU +464, now: CPU 450, GPU 2424 (MiB)
[08/15/2023-02:04:08] [TRT] [I] [MemUsageChange] Init cuDNN: CPU +240, GPU +674, now: CPU 690, GPU 3098 (MiB)
[08/15/2023-02:04:08] [TRT] [I] [MemUsageChange] TensorRT-managed allocation in engine deserialization: CPU +0, GPU +20, now: CPU 0, GPU 20 (MiB)
[08/15/2023-02:04:08] [TRT] [I] [MemUsageChange] Init cuBLAS/cuBLASLt: CPU +0, GPU +0, now: CPU 669, GPU 3078 (MiB)
[08/15/2023-02:04:08] [TRT] [I] [MemUsageChange] Init cuDNN: CPU +0, GPU +0, now: CPU 669, GPU 3078 (MiB)
[08/15/2023-02:04:09] [TRT] [I] [MemUsageChange] TensorRT-managed allocation in IExecutionContext creation: CPU +0, GPU +32, now: CPU 0, GPU 52 (MiB)
GST_ARGUS: Creating output stream
CONSUMER: Waiting until producer is connected...
GST_ARGUS: Available Sensor modes :
GST_ARGUS: 3264 x 2464 FR = 21.000000 fps Duration = 47619048 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 3264 x 1848 FR = 28.000001 fps Duration = 35714284 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1920 x 1080 FR = 29.999999 fps Duration = 33333334 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1640 x 1232 FR = 29.999999 fps Duration = 33333334 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1280 x 720 FR = 59.999999 fps Duration = 16666667 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1280 x 720 FR = 120.000005 fps Duration = 8333333 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: Running with following settings:
   Camera index = 0 
   Camera mode  = 5 
   Output Stream W = 1280 H = 720 
   seconds to Run    = 0 
   Frame Rate = 120.000005 
GST_ARGUS: Setup Complete, Starting captures for 0 seconds
GST_ARGUS: Starting repeat capture requests.
CONSUMER: Producer has connected; continuing.
bingding: data (3, 640, 640)
bingding: prob (6001, 1, 1)
batch size is 1
Video name: output/raspberry_cam_from_drone_2023-08-15_02.04.10.avi . Frame size: width: 640 , height: 640 , FPS: 120
inference: time->60.04ms, fps: 16.66, total fps: 0.00, frame obj: 6, total obj: 6
inference: time->54.60ms, fps: 18.32, total fps: 4.00, frame obj: 8, total obj: 5494
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 9, total obj: 5503
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 9, total obj: 5512
inference: time->54.57ms, fps: 18.33, total fps: 4.00, frame obj: 8, total obj: 5520
inference: time->54.56ms, fps: 18.33, total fps: 4.00, frame obj: 8, total obj: 5528
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 5535
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 7, total obj: 5542
inference: time->54.94ms, fps: 18.20, total fps: 4.00, frame obj: 8, total obj: 5550
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 8, total obj: 5558
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 5565
inference: time->54.55ms, fps: 18.33, total fps: 4.00, frame obj: 7, total obj: 5572
inference: time->54.57ms, fps: 18.32, total fps: 5.00, frame obj: 8, total obj: 5580
inference: time->54.83ms, fps: 18.24, total fps: 4.00, frame obj: 7, total obj: 5587
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 8, total obj: 5595
inference: time->54.97ms, fps: 18.19, total fps: 4.00, frame obj: 7, total obj: 5602
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 9, total obj: 5611
inference: time->54.90ms, fps: 18.22, total fps: 4.00, frame obj: 7, total obj: 5618
inference: time->54.61ms, fps: 18.31, total fps: 4.00, frame obj: 10, total obj: 5628
inference: time->54.82ms, fps: 18.24, total fps: 4.00, frame obj: 8, total obj: 5636
inference: time->54.54ms, fps: 18.34, total fps: 4.00, frame obj: 7, total obj: 5643
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 5651
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 8, total obj: 5659
inference: time->54.93ms, fps: 18.20, total fps: 4.00, frame obj: 9, total obj: 5668
inference: time->55.04ms, fps: 18.17, total fps: 4.00, frame obj: 6, total obj: 5674
inference: time->54.83ms, fps: 18.24, total fps: 4.00, frame obj: 9, total obj: 5683
inference: time->54.82ms, fps: 18.24, total fps: 4.00, frame obj: 8, total obj: 5691
inference: time->54.66ms, fps: 18.29, total fps: 4.00, frame obj: 7, total obj: 5698
inference: time->54.61ms, fps: 18.31, total fps: 4.00, frame obj: 6, total obj: 5704
inference: time->54.66ms, fps: 18.30, total fps: 4.00, frame obj: 10, total obj: 5714
inference: time->54.93ms, fps: 18.21, total fps: 4.00, frame obj: 7, total obj: 5721
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 5728
inference: time->55.21ms, fps: 18.11, total fps: 4.00, frame obj: 7, total obj: 5735
inference: time->54.75ms, fps: 18.27, total fps: 4.00, frame obj: 8, total obj: 5743
inference: time->54.96ms, fps: 18.20, total fps: 4.00, frame obj: 8, total obj: 5751
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 5758
inference: time->54.69ms, fps: 18.29, total fps: 5.00, frame obj: 7, total obj: 5765
inference: time->54.81ms, fps: 18.24, total fps: 4.00, frame obj: 8, total obj: 5773
inference: time->54.66ms, fps: 18.29, total fps: 4.00, frame obj: 8, total obj: 5781
inference: time->54.55ms, fps: 18.33, total fps: 4.00, frame obj: 7, total obj: 5788
inference: time->54.94ms, fps: 18.20, total fps: 4.00, frame obj: 6, total obj: 5794
inference: time->54.76ms, fps: 18.26, total fps: 4.00, frame obj: 9, total obj: 5803
inference: time->54.95ms, fps: 18.20, total fps: 4.00, frame obj: 11, total obj: 5814
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 5822
inference: time->54.69ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 5830
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 8, total obj: 5838
inference: time->54.61ms, fps: 18.31, total fps: 4.00, frame obj: 9, total obj: 5847
inference: time->54.63ms, fps: 18.30, total fps: 4.00, frame obj: 8, total obj: 5855
inference: time->54.87ms, fps: 18.23, total fps: 5.00, frame obj: 7, total obj: 5862
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 10, total obj: 5872
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 5880
inference: time->54.82ms, fps: 18.24, total fps: 4.00, frame obj: 8, total obj: 5888
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 7, total obj: 5895
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 5902
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 10, total obj: 5912
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 10, total obj: 5922
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 7, total obj: 5929
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 5935
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 5942
inference: time->54.83ms, fps: 18.24, total fps: 4.00, frame obj: 7, total obj: 5949
inference: time->54.73ms, fps: 18.27, total fps: 5.00, frame obj: 6, total obj: 5955
inference: time->54.61ms, fps: 18.31, total fps: 4.00, frame obj: 8, total obj: 5963
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 5969
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 9, total obj: 5978
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 7, total obj: 5985
inference: time->55.00ms, fps: 18.18, total fps: 4.00, frame obj: 8, total obj: 5993
inference: time->54.82ms, fps: 18.24, total fps: 4.00, frame obj: 9, total obj: 6002
inference: time->54.93ms, fps: 18.20, total fps: 4.00, frame obj: 7, total obj: 6009
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 8, total obj: 6017
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 7, total obj: 6024
inference: time->55.06ms, fps: 18.16, total fps: 4.00, frame obj: 5, total obj: 6029
inference: time->54.66ms, fps: 18.30, total fps: 4.00, frame obj: 8, total obj: 6037
inference: time->54.50ms, fps: 18.35, total fps: 4.00, frame obj: 7, total obj: 6044
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 6051
inference: time->54.87ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 6058
inference: time->54.72ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 6066
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 8, total obj: 6074
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 9, total obj: 6083
inference: time->54.72ms, fps: 18.27, total fps: 4.00, frame obj: 8, total obj: 6091
inference: time->54.92ms, fps: 18.21, total fps: 4.00, frame obj: 8, total obj: 6099
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 7, total obj: 6106
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 9, total obj: 6115
inference: time->54.59ms, fps: 18.32, total fps: 4.00, frame obj: 9, total obj: 6124
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 8, total obj: 6132
inference: time->54.96ms, fps: 18.19, total fps: 5.00, frame obj: 8, total obj: 6140
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 6148
inference: time->54.87ms, fps: 18.22, total fps: 4.00, frame obj: 9, total obj: 6157
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 10, total obj: 6167
inference: time->54.81ms, fps: 18.24, total fps: 4.00, frame obj: 8, total obj: 6175
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 10, total obj: 6185
inference: time->54.75ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 6193
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 8, total obj: 6201
inference: time->54.87ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 6208
inference: time->54.64ms, fps: 18.30, total fps: 4.00, frame obj: 8, total obj: 6216
inference: time->55.00ms, fps: 18.18, total fps: 4.00, frame obj: 9, total obj: 6225
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 6233
inference: time->54.69ms, fps: 18.28, total fps: 5.00, frame obj: 7, total obj: 6240
inference: time->54.90ms, fps: 18.22, total fps: 4.00, frame obj: 9, total obj: 6249
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 8, total obj: 6257
inference: time->54.98ms, fps: 18.19, total fps: 4.00, frame obj: 7, total obj: 6264
inference: time->54.47ms, fps: 18.36, total fps: 4.00, frame obj: 10, total obj: 6274
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 9, total obj: 6283
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 9, total obj: 6292
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 8, total obj: 6300
inference: time->54.90ms, fps: 18.21, total fps: 4.00, frame obj: 9, total obj: 6309
inference: time->55.04ms, fps: 18.17, total fps: 4.00, frame obj: 7, total obj: 6316
inference: time->54.56ms, fps: 18.33, total fps: 4.00, frame obj: 10, total obj: 6326
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 6, total obj: 6332
inference: time->54.70ms, fps: 18.28, total fps: 5.00, frame obj: 8, total obj: 6340
inference: time->54.59ms, fps: 18.32, total fps: 4.00, frame obj: 8, total obj: 6348
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 8, total obj: 6356
inference: time->55.72ms, fps: 17.95, total fps: 4.00, frame obj: 7, total obj: 6363
inference: time->55.09ms, fps: 18.15, total fps: 4.00, frame obj: 7, total obj: 6370
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 6378
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 10, total obj: 6388
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 7, total obj: 6395
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 6403
inference: time->54.57ms, fps: 18.33, total fps: 4.00, frame obj: 9, total obj: 6412
inference: time->54.90ms, fps: 18.22, total fps: 4.00, frame obj: 9, total obj: 6421
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 10, total obj: 6431
inference: time->54.98ms, fps: 18.19, total fps: 4.00, frame obj: 9, total obj: 6440
inference: time->54.82ms, fps: 18.24, total fps: 4.00, frame obj: 9, total obj: 6449
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 9, total obj: 6458
inference: time->54.50ms, fps: 18.35, total fps: 4.00, frame obj: 8, total obj: 6466
inference: time->54.59ms, fps: 18.32, total fps: 4.00, frame obj: 9, total obj: 6475
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 9, total obj: 6484
inference: time->54.66ms, fps: 18.30, total fps: 4.00, frame obj: 7, total obj: 6491
inference: time->54.90ms, fps: 18.22, total fps: 4.00, frame obj: 9, total obj: 6500
inference: time->54.88ms, fps: 18.22, total fps: 4.00, frame obj: 9, total obj: 6509
inference: time->54.96ms, fps: 18.19, total fps: 4.00, frame obj: 7, total obj: 6516
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 7, total obj: 6523
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 8, total obj: 6531
inference: time->54.76ms, fps: 18.26, total fps: 4.00, frame obj: 6, total obj: 6537
inference: time->55.35ms, fps: 18.07, total fps: 4.00, frame obj: 9, total obj: 6546
inference: time->54.66ms, fps: 18.30, total fps: 4.00, frame obj: 8, total obj: 6554
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 9, total obj: 6563
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 7, total obj: 6570
inference: time->55.32ms, fps: 18.08, total fps: 4.00, frame obj: 9, total obj: 6579
inference: time->54.60ms, fps: 18.32, total fps: 4.00, frame obj: 8, total obj: 6587
inference: time->54.87ms, fps: 18.22, total fps: 4.00, frame obj: 8, total obj: 6595
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 6602
inference: time->54.94ms, fps: 18.20, total fps: 4.00, frame obj: 7, total obj: 6609
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 8, total obj: 6617
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 6624
inference: time->54.64ms, fps: 18.30, total fps: 5.00, frame obj: 7, total obj: 6631
inference: time->55.02ms, fps: 18.17, total fps: 4.00, frame obj: 7, total obj: 6638
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 6644
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 8, total obj: 6652
inference: time->54.72ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 6660
inference: time->54.81ms, fps: 18.24, total fps: 4.00, frame obj: 9, total obj: 6669
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 9, total obj: 6678
inference: time->54.82ms, fps: 18.24, total fps: 4.00, frame obj: 10, total obj: 6688
inference: time->54.75ms, fps: 18.27, total fps: 4.00, frame obj: 6, total obj: 6694
inference: time->54.99ms, fps: 18.19, total fps: 4.00, frame obj: 8, total obj: 6702
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 7, total obj: 6709
inference: time->54.81ms, fps: 18.24, total fps: 4.00, frame obj: 8, total obj: 6717
inference: time->54.72ms, fps: 18.27, total fps: 4.00, frame obj: 9, total obj: 6726
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 9, total obj: 6735
inference: time->54.88ms, fps: 18.22, total fps: 4.00, frame obj: 7, total obj: 6742
inference: time->54.84ms, fps: 18.23, total fps: 4.00, frame obj: 9, total obj: 6751
inference: time->54.87ms, fps: 18.22, total fps: 4.00, frame obj: 10, total obj: 6761
inference: time->55.03ms, fps: 18.17, total fps: 4.00, frame obj: 8, total obj: 6769
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 6, total obj: 6775
inference: time->55.34ms, fps: 18.07, total fps: 4.00, frame obj: 6, total obj: 6781
inference: time->54.64ms, fps: 18.30, total fps: 4.00, frame obj: 8, total obj: 6789
inference: time->54.54ms, fps: 18.34, total fps: 4.00, frame obj: 9, total obj: 6798
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 7, total obj: 6805
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 7, total obj: 6812
inference: time->54.64ms, fps: 18.30, total fps: 5.00, frame obj: 7, total obj: 6819
inference: time->54.63ms, fps: 18.30, total fps: 4.00, frame obj: 10, total obj: 6829
inference: time->55.07ms, fps: 18.16, total fps: 4.00, frame obj: 7, total obj: 6836
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 9, total obj: 6845
inference: time->54.90ms, fps: 18.22, total fps: 4.00, frame obj: 7, total obj: 6852
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 9, total obj: 6861
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 8, total obj: 6869
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 8, total obj: 6877
inference: time->55.09ms, fps: 18.15, total fps: 4.00, frame obj: 7, total obj: 6884
inference: time->54.57ms, fps: 18.32, total fps: 4.00, frame obj: 9, total obj: 6893
inference: time->55.00ms, fps: 18.18, total fps: 4.00, frame obj: 8, total obj: 6901
inference: time->54.98ms, fps: 18.19, total fps: 4.00, frame obj: 9, total obj: 6910
inference: time->54.98ms, fps: 18.19, total fps: 4.00, frame obj: 6, total obj: 6916
inference: time->54.72ms, fps: 18.27, total fps: 4.00, frame obj: 8, total obj: 6924
inference: time->54.94ms, fps: 18.20, total fps: 4.00, frame obj: 8, total obj: 6932
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 5, total obj: 6937
inference: time->54.55ms, fps: 18.33, total fps: 4.00, frame obj: 7, total obj: 6944
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 6950
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 9, total obj: 6959
inference: time->55.05ms, fps: 18.16, total fps: 4.00, frame obj: 7, total obj: 6966
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 9, total obj: 6975
inference: time->54.83ms, fps: 18.24, total fps: 4.00, frame obj: 8, total obj: 6983
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 7, total obj: 6990
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 6998
inference: time->54.92ms, fps: 18.21, total fps: 5.00, frame obj: 7, total obj: 7005
inference: time->54.53ms, fps: 18.34, total fps: 4.00, frame obj: 7, total obj: 7012
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 9, total obj: 7021
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 7, total obj: 7028
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 7034
inference: time->54.72ms, fps: 18.28, total fps: 4.00, frame obj: 7, total obj: 7041
inference: time->54.95ms, fps: 18.20, total fps: 4.00, frame obj: 9, total obj: 7050
inference: time->55.04ms, fps: 18.17, total fps: 4.00, frame obj: 8, total obj: 7058
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 8, total obj: 7066
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 7073
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 9, total obj: 7082
inference: time->54.84ms, fps: 18.23, total fps: 4.00, frame obj: 8, total obj: 7090
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 5, total obj: 7095
inference: time->54.69ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 7103
inference: time->54.75ms, fps: 18.27, total fps: 4.00, frame obj: 8, total obj: 7111
inference: time->55.40ms, fps: 18.05, total fps: 4.00, frame obj: 7, total obj: 7118
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 9, total obj: 7127
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 7135
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 9, total obj: 7144
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 7152
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 7159
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 10, total obj: 7169
inference: time->54.92ms, fps: 18.21, total fps: 4.00, frame obj: 8, total obj: 7177
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 9, total obj: 7186
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 10, total obj: 7196
inference: time->54.50ms, fps: 18.35, total fps: 4.00, frame obj: 9, total obj: 7205
inference: time->54.91ms, fps: 18.21, total fps: 4.00, frame obj: 7, total obj: 7212
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 7220
inference: time->54.92ms, fps: 18.21, total fps: 4.00, frame obj: 10, total obj: 7230
inference: time->54.69ms, fps: 18.28, total fps: 4.00, frame obj: 6, total obj: 7236
inference: time->54.72ms, fps: 18.27, total fps: 4.00, frame obj: 8, total obj: 7244
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 9, total obj: 7253
inference: time->55.13ms, fps: 18.14, total fps: 4.00, frame obj: 7, total obj: 7260
inference: time->54.78ms, fps: 18.25, total fps: 4.00, frame obj: 9, total obj: 7269
inference: time->54.97ms, fps: 18.19, total fps: 4.00, frame obj: 8, total obj: 7277
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 7285
inference: time->54.56ms, fps: 18.33, total fps: 4.00, frame obj: 8, total obj: 7293
inference: time->54.84ms, fps: 18.23, total fps: 4.00, frame obj: 9, total obj: 7302
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 12, total obj: 7314
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 7321
inference: time->55.02ms, fps: 18.17, total fps: 4.00, frame obj: 9, total obj: 7330
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 7337
inference: time->55.00ms, fps: 18.18, total fps: 4.00, frame obj: 9, total obj: 7346
inference: time->54.52ms, fps: 18.34, total fps: 4.00, frame obj: 7, total obj: 7353
inference: time->55.21ms, fps: 18.11, total fps: 4.00, frame obj: 6, total obj: 7359
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 7, total obj: 7366
inference: time->54.63ms, fps: 18.31, total fps: 4.00, frame obj: 9, total obj: 7375
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 7382
inference: time->55.07ms, fps: 18.16, total fps: 4.00, frame obj: 7, total obj: 7389
inference: time->55.01ms, fps: 18.18, total fps: 4.00, frame obj: 6, total obj: 7395
inference: time->54.96ms, fps: 18.20, total fps: 4.00, frame obj: 10, total obj: 7405
inference: time->54.63ms, fps: 18.30, total fps: 4.00, frame obj: 7, total obj: 7412
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 9, total obj: 7421
inference: time->54.75ms, fps: 18.27, total fps: 4.00, frame obj: 10, total obj: 7431
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 7439
inference: time->55.14ms, fps: 18.14, total fps: 4.00, frame obj: 9, total obj: 7448
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 7455
inference: time->55.01ms, fps: 18.18, total fps: 4.00, frame obj: 7, total obj: 7462
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 9, total obj: 7471
inference: time->54.61ms, fps: 18.31, total fps: 4.00, frame obj: 8, total obj: 7479
inference: time->54.70ms, fps: 18.28, total fps: 5.00, frame obj: 7, total obj: 7486
inference: time->54.54ms, fps: 18.34, total fps: 4.00, frame obj: 8, total obj: 7494
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 7502
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 7, total obj: 7509
inference: time->55.02ms, fps: 18.18, total fps: 4.00, frame obj: 8, total obj: 7517
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 10, total obj: 7527
inference: time->54.83ms, fps: 18.24, total fps: 4.00, frame obj: 9, total obj: 7536
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 6, total obj: 7542
inference: time->54.95ms, fps: 18.20, total fps: 4.00, frame obj: 9, total obj: 7551
inference: time->54.56ms, fps: 18.33, total fps: 4.00, frame obj: 8, total obj: 7559
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 7566
inference: time->57.24ms, fps: 17.47, total fps: 4.00, frame obj: 9, total obj: 7575
inference: time->54.90ms, fps: 18.21, total fps: 4.00, frame obj: 9, total obj: 7584
inference: time->54.78ms, fps: 18.25, total fps: 4.00, frame obj: 9, total obj: 7593
inference: time->55.06ms, fps: 18.16, total fps: 4.00, frame obj: 10, total obj: 7603
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 10, total obj: 7613
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 9, total obj: 7622
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 7630
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 7, total obj: 7637
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 9, total obj: 7646
inference: time->54.82ms, fps: 18.24, total fps: 4.00, frame obj: 7, total obj: 7653
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 10, total obj: 7663
inference: time->54.87ms, fps: 18.22, total fps: 4.00, frame obj: 8, total obj: 7671
inference: time->54.91ms, fps: 18.21, total fps: 4.00, frame obj: 7, total obj: 7678
inference: time->55.03ms, fps: 18.17, total fps: 5.00, frame obj: 6, total obj: 7684
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 7691
inference: time->54.55ms, fps: 18.33, total fps: 4.00, frame obj: 8, total obj: 7699
inference: time->54.58ms, fps: 18.32, total fps: 4.00, frame obj: 9, total obj: 7708
inference: time->54.69ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 7716
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 7724
inference: time->54.83ms, fps: 18.24, total fps: 4.00, frame obj: 8, total obj: 7732
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 10, total obj: 7742
inference: time->54.81ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 7750
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 7, total obj: 7757
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 7, total obj: 7764
